NACA 45016 Airfoil cl=0.70 T=16.0% P=25.0%
  1.000126  0.001675
  0.999883  0.001740
  0.999153  0.001933
  0.997938  0.002255
  0.996238  0.002705
  0.994056  0.003282
  0.991393  0.003983
  0.988252  0.004809
  0.984635  0.005757
  0.980547  0.006825
  0.975992  0.008010
  0.970973  0.009310
  0.965495  0.010723
  0.959565  0.012245
  0.953187  0.013873
  0.946368  0.015603
  0.939114  0.017433
  0.931432  0.019359
  0.923330  0.021376
  0.914816  0.023481
  0.905898  0.025670
  0.896584  0.027940
  0.886884  0.030284
  0.876806  0.032701
  0.866362  0.035184
  0.855561  0.037731
  0.844413  0.040335
  0.832929  0.042994
  0.821122  0.045702
  0.809001  0.048455
  0.796579  0.051249
  0.783868  0.054078
  0.770880  0.056938
  0.757629  0.059824
  0.744126  0.062731
  0.730386  0.065655
  0.716421  0.068590
  0.702246  0.071532
  0.687873  0.074475
  0.673318  0.077415
  0.658593  0.080345
  0.643715  0.083261
  0.628696  0.086157
  0.613552  0.089027
  0.598298  0.091867
  0.582948  0.094670
  0.567517  0.097430
  0.552020  0.100143
  0.536472  0.102801
  0.520889  0.105399
  0.505285  0.107932
  0.489676  0.110392
  0.474077  0.112775
  0.458502  0.115075
  0.442968  0.117285
  0.427488  0.119400
  0.412079  0.121414
  0.396754  0.123321
  0.381461  0.125118
  0.366145  0.126781
  0.350824  0.128280
  0.335515  0.129583
  0.320237  0.130663
  0.305012  0.131492
  0.289861  0.132046
  0.274809  0.132301
  0.259882  0.132237
  0.245107  0.131839
  0.230511  0.131091
  0.216125  0.129985
  0.201978  0.128512
  0.188102  0.126671
  0.174528  0.124463
  0.161288  0.121894
  0.148411  0.118971
  0.135928  0.115710
  0.123868  0.112126
  0.112258  0.108239
  0.101125  0.104073
  0.090491  0.099654
  0.080377  0.095011
  0.070803  0.090172
  0.061785  0.085169
  0.053337  0.080035
  0.045469  0.074803
  0.038191  0.069504
  0.031510  0.064171
  0.025429  0.058835
  0.019951  0.053525
  0.015076  0.048272
  0.010803  0.043100
  0.007129  0.038035
  0.004050  0.033098
  0.001561  0.028309
 -0.000345  0.023685
 -0.001675  0.019241
 -0.002437  0.014987
 -0.002641  0.010932
 -0.002295  0.007082
 -0.001411  0.003438
  0.000000  0.000000
  0.001905 -0.003191
  0.004269 -0.006096
  0.007079 -0.008723
  0.010323 -0.011082
  0.013987 -0.013184
  0.018058 -0.015040
  0.022523 -0.016666
  0.027367 -0.018075
  0.032578 -0.019283
  0.038141 -0.020306
  0.044044 -0.021162
  0.050273 -0.021866
  0.056817 -0.022436
  0.063663 -0.022889
  0.070802 -0.023241
  0.078224 -0.023507
  0.085921 -0.023703
  0.093887 -0.023843
  0.102116 -0.023940
  0.110606 -0.024008
  0.119354 -0.024057
  0.128362 -0.024099
  0.137630 -0.024143
  0.147163 -0.024198
  0.156965 -0.024274
  0.167042 -0.024376
  0.177401 -0.024511
  0.188048 -0.024686
  0.198991 -0.024904
  0.210236 -0.025171
  0.221792 -0.025487
  0.233662 -0.025854
  0.245852 -0.026273
  0.258364 -0.026740
  0.271200 -0.027254
  0.284360 -0.027807
  0.297841 -0.028392
  0.311639 -0.028999
  0.325747 -0.029616
  0.340159 -0.030228
  0.354864 -0.030818
  0.369850 -0.031368
  0.385103 -0.031856
  0.400540 -0.032258
  0.416077 -0.032568
  0.431699 -0.032788
  0.447390 -0.032923
  0.463133 -0.032975
  0.478913 -0.032948
  0.494715 -0.032846
  0.510522 -0.032672
  0.526318 -0.032430
  0.542089 -0.032123
  0.557817 -0.031755
  0.573487 -0.031330
  0.589083 -0.030851
  0.604591 -0.030321
  0.619994 -0.029744
  0.635276 -0.029123
  0.650424 -0.028462
  0.665420 -0.027763
  0.680251 -0.027030
  0.694902 -0.026266
  0.709358 -0.025474
  0.723605 -0.024657
  0.737628 -0.023818
  0.751413 -0.022960
  0.764947 -0.022085
  0.778216 -0.021196
  0.791207 -0.020297
  0.803906 -0.019390
  0.816302 -0.018478
  0.828382 -0.017563
  0.840134 -0.016649
  0.851546 -0.015738
  0.862607 -0.014834
  0.873305 -0.013938
  0.883630 -0.013053
  0.893571 -0.012183
  0.903119 -0.011330
  0.912265 -0.010497
  0.920998 -0.009687
  0.929310 -0.008902
  0.937193 -0.008146
  0.944639 -0.007419
  0.951640 -0.006726
  0.958190 -0.006069
  0.964281 -0.005450
  0.969908 -0.004871
  0.975065 -0.004335
  0.979746 -0.003843
  0.983948 -0.003398
  0.987665 -0.003001
  0.990894 -0.002653
  0.993632 -0.002357
  0.995876 -0.002113
  0.997624 -0.001922
  0.998874 -0.001785
  0.999624 -0.001703
  0.999874 -0.001675
